scenario_id,nyiso_zone_letter,nyiso_zone_name,target_load_mw,target_load_share,source,status,note,timestamp,nyiso_load_mw
S1_PERFORM_COMPATIBLE_PEAK,D,NORTH,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S1_PERFORM_COMPATIBLE_PEAK,E,MHK VL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S1_PERFORM_COMPATIBLE_PEAK,F,CAPITL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S1_PERFORM_COMPATIBLE_PEAK,G,HUD VL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S1_PERFORM_COMPATIBLE_PEAK,H,MILLWD,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S1_PERFORM_COMPATIBLE_PEAK,I,DUNWOD,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S1_PERFORM_COMPATIBLE_PEAK,J,N.Y.C.,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S1_PERFORM_COMPATIBLE_PEAK,K,LONGIL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S2_SHOULDER_LOAD,A,WEST,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S2_SHOULDER_LOAD,B,GENESE,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S2_SHOULDER_LOAD,C,CENTRL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S2_SHOULDER_LOAD,D,NORTH,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S2_SHOULDER_LOAD,E,MHK VL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S2_SHOULDER_LOAD,F,CAPITL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S2_SHOULDER_LOAD,G,HUD VL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S2_SHOULDER_LOAD,H,MILLWD,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S2_SHOULDER_LOAD,I,DUNWOD,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S2_SHOULDER_LOAD,J,N.Y.C.,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S2_SHOULDER_LOAD,K,LONGIL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S3_HIGH_DOWNSTATE_LOAD,A,WEST,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S3_HIGH_DOWNSTATE_LOAD,B,GENESE,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S3_HIGH_DOWNSTATE_LOAD,C,CENTRL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S3_HIGH_DOWNSTATE_LOAD,D,NORTH,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S3_HIGH_DOWNSTATE_LOAD,E,MHK VL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S3_HIGH_DOWNSTATE_LOAD,F,CAPITL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S3_HIGH_DOWNSTATE_LOAD,G,HUD VL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S3_HIGH_DOWNSTATE_LOAD,H,MILLWD,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S3_HIGH_DOWNSTATE_LOAD,I,DUNWOD,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S3_HIGH_DOWNSTATE_LOAD,J,N.Y.C.,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S3_HIGH_DOWNSTATE_LOAD,K,LONGIL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S4_HIGH_WESTERN_NORTHERN_GENERATION,A,WEST,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S4_HIGH_WESTERN_NORTHERN_GENERATION,B,GENESE,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S4_HIGH_WESTERN_NORTHERN_GENERATION,C,CENTRL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S4_HIGH_WESTERN_NORTHERN_GENERATION,D,NORTH,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S4_HIGH_WESTERN_NORTHERN_GENERATION,E,MHK VL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S4_HIGH_WESTERN_NORTHERN_GENERATION,F,CAPITL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S4_HIGH_WESTERN_NORTHERN_GENERATION,G,HUD VL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S4_HIGH_WESTERN_NORTHERN_GENERATION,H,MILLWD,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S4_HIGH_WESTERN_NORTHERN_GENERATION,I,DUNWOD,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S4_HIGH_WESTERN_NORTHERN_GENERATION,J,N.Y.C.,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S4_HIGH_WESTERN_NORTHERN_GENERATION,K,LONGIL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S5_ALTERED_EXTERNAL_INTERCHANGE,A,WEST,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S5_ALTERED_EXTERNAL_INTERCHANGE,B,GENESE,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S5_ALTERED_EXTERNAL_INTERCHANGE,C,CENTRL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S5_ALTERED_EXTERNAL_INTERCHANGE,D,NORTH,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S5_ALTERED_EXTERNAL_INTERCHANGE,E,MHK VL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S5_ALTERED_EXTERNAL_INTERCHANGE,F,CAPITL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S5_ALTERED_EXTERNAL_INTERCHANGE,G,HUD VL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S5_ALTERED_EXTERNAL_INTERCHANGE,H,MILLWD,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S5_ALTERED_EXTERNAL_INTERCHANGE,I,DUNWOD,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S5_ALTERED_EXTERNAL_INTERCHANGE,J,N.Y.C.,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S5_ALTERED_EXTERNAL_INTERCHANGE,K,LONGIL,NaN,NaN,Populate from matched NYISO/Perform scenario,template,"Use either all MW targets or all shares, never both",,NaN
S1_2025_SUMMER_PEAK_PUBLIC,A,WEST,932.340491582214,NaN,P58C_scaled,ready,"NYISO load 2620.71 MW scaled by gamma 0.35575866",2025-07-29 18:00,2620.7106
S1_2025_SUMMER_PEAK_PUBLIC,B,GENESE,636.148567337793,NaN,P58C_scaled,ready,"NYISO load 1788.15 MW scaled by gamma 0.35575866",2025-07-29 18:00,1788.1464
S1_2025_SUMMER_PEAK_PUBLIC,C,CENTRL,910.820614656522,NaN,P58C_scaled,ready,"NYISO load 2560.22 MW scaled by gamma 0.35575866",2025-07-29 18:00,2560.2205
S1_2025_SUMMER_PEAK_PUBLIC,D,NORTH,170.185373086867,NaN,P58C_scaled,ready,"NYISO load 478.373 MW scaled by gamma 0.35575866",2025-07-29 18:00,478.3731
S1_2025_SUMMER_PEAK_PUBLIC,E,MHK VL,444.549582437007,NaN,P58C_scaled,ready,"NYISO load 1249.58 MW scaled by gamma 0.35575866",2025-07-29 18:00,1249.5819
S1_2025_SUMMER_PEAK_PUBLIC,F,CAPITL,785.822247965843,NaN,P58C_scaled,ready,"NYISO load 2208.86 MW scaled by gamma 0.35575866",2025-07-29 18:00,2208.8633
S1_2025_SUMMER_PEAK_PUBLIC,G,HUD VL,816.002322378635,NaN,P58C_scaled,ready,"NYISO load 2293.7 MW scaled by gamma 0.35575866",2025-07-29 18:00,2293.6963
S1_2025_SUMMER_PEAK_PUBLIC,H,MILLWD,227.774482133019,NaN,P58C_scaled,ready,"NYISO load 640.25 MW scaled by gamma 0.35575866",2025-07-29 18:00,640.25
S1_2025_SUMMER_PEAK_PUBLIC,I,DUNWOD,486.15217802916,NaN,P58C_scaled,ready,"NYISO load 1366.52 MW scaled by gamma 0.35575866",2025-07-29 18:00,1366.5224
S1_2025_SUMMER_PEAK_PUBLIC,J,N.Y.C.,3639.49544326512,NaN,P58C_scaled,ready,"NYISO load 10230.2 MW scaled by gamma 0.35575866",2025-07-29 18:00,10230.2371
S1_2025_SUMMER_PEAK_PUBLIC,K,LONGIL,1852.92849582782,NaN,P58C_scaled,ready,"NYISO load 5208.39 MW scaled by gamma 0.35575866",2025-07-29 18:00,5208.3862
S2_2025_WINTER_PEAK_PUBLIC,A,WEST,930.721354169112,NaN,P58C_scaled,ready,"NYISO load 2008.02 MW scaled by gamma 0.46350316",2025-01-22 18:00,2008.0151
S2_2025_WINTER_PEAK_PUBLIC,B,GENESE,693.312159348906,NaN,P58C_scaled,ready,"NYISO load 1495.81 MW scaled by gamma 0.46350316",2025-01-22 18:00,1495.8089
S2_2025_WINTER_PEAK_PUBLIC,C,CENTRL,1131.40543191626,NaN,P58C_scaled,ready,"NYISO load 2440.99 MW scaled by gamma 0.46350316",2025-01-22 18:00,2440.9875
S2_2025_WINTER_PEAK_PUBLIC,D,NORTH,257.652139346724,NaN,P58C_scaled,ready,"NYISO load 555.88 MW scaled by gamma 0.46350316",2025-01-22 18:00,555.88
S2_2025_WINTER_PEAK_PUBLIC,E,MHK VL,620.716578688692,NaN,P58C_scaled,ready,"NYISO load 1339.19 MW scaled by gamma 0.46350316",2025-01-22 18:00,1339.1852
S2_2025_WINTER_PEAK_PUBLIC,F,CAPITL,871.04166000348,NaN,P58C_scaled,ready,"NYISO load 1879.26 MW scaled by gamma 0.46350316",2025-01-22 18:00,1879.2572
S2_2025_WINTER_PEAK_PUBLIC,G,HUD VL,763.133766267373,NaN,P58C_scaled,ready,"NYISO load 1646.45 MW scaled by gamma 0.46350316",2025-01-22 18:00,1646.4478
S2_2025_WINTER_PEAK_PUBLIC,H,MILLWD,252.133160811041,NaN,P58C_scaled,ready,"NYISO load 543.973 MW scaled by gamma 0.46350316",2025-01-22 18:00,543.9729
S2_2025_WINTER_PEAK_PUBLIC,I,DUNWOD,450.569665360907,NaN,P58C_scaled,ready,"NYISO load 972.096 MW scaled by gamma 0.46350316",2025-01-22 18:00,972.0962
S2_2025_WINTER_PEAK_PUBLIC,J,N.Y.C.,3459.55499275624,NaN,P58C_scaled,ready,"NYISO load 7463.93 MW scaled by gamma 0.46350316",2025-01-22 18:00,7463.9296
S2_2025_WINTER_PEAK_PUBLIC,K,LONGIL,1471.97889003126,NaN,P58C_scaled,ready,"NYISO load 3175.77 MW scaled by gamma 0.46350316",2025-01-22 18:00,3175.7688
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,A,WEST,1244.86540457269,NaN,P58C_scaled,ready,"NYISO load 1262.95 MW scaled by gamma 0.98568434",2025-04-20 14:00,1262.9453
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,B,GENESE,505.285153437801,NaN,P58C_scaled,ready,"NYISO load 512.624 MW scaled by gamma 0.98568434",2025-04-20 14:00,512.6237
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,C,CENTRL,901.170089087342,NaN,P58C_scaled,ready,"NYISO load 914.258 MW scaled by gamma 0.98568434",2025-04-20 14:00,914.2583
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,D,NORTH,525.499765020787,NaN,P58C_scaled,ready,"NYISO load 533.132 MW scaled by gamma 0.98568434",2025-04-20 14:00,533.1319
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,E,MHK VL,310.722794351992,NaN,P58C_scaled,ready,"NYISO load 315.236 MW scaled by gamma 0.98568434",2025-04-20 14:00,315.2356
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,F,CAPITL,607.181454913555,NaN,P58C_scaled,ready,"NYISO load 616 MW scaled by gamma 0.98568434",2025-04-20 14:00,615.9999
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,G,HUD VL,477.380725475773,NaN,P58C_scaled,ready,"NYISO load 484.314 MW scaled by gamma 0.98568434",2025-04-20 14:00,484.314
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,H,MILLWD,201.257521397288,NaN,P58C_scaled,ready,"NYISO load 204.18 MW scaled by gamma 0.98568434",2025-04-20 14:00,204.1805
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,I,DUNWOD,524.487960045707,NaN,P58C_scaled,ready,"NYISO load 532.105 MW scaled by gamma 0.98568434",2025-04-20 14:00,532.1054
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,J,N.Y.C.,4368.0500990318,NaN,P58C_scaled,ready,"NYISO load 4431.49 MW scaled by gamma 0.98568434",2025-04-20 14:00,4431.4898
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,K,LONGIL,1236.31883136526,NaN,P58C_scaled,ready,"NYISO load 1254.27 MW scaled by gamma 0.98568434",2025-04-20 14:00,1254.2746
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,A,WEST,933.986786519434,NaN,P58C_scaled,ready,"NYISO load 2605.59 MW scaled by gamma 0.35845454",2025-07-29 17:00,2605.5934
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,B,GENESE,618.641960022222,NaN,P58C_scaled,ready,"NYISO load 1725.86 MW scaled by gamma 0.35845454",2025-07-29 17:00,1725.8589
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,C,CENTRL,860.171569150202,NaN,P58C_scaled,ready,"NYISO load 2399.67 MW scaled by gamma 0.35845454",2025-07-29 17:00,2399.6671
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,D,NORTH,168.972029516236,NaN,P58C_scaled,ready,"NYISO load 471.39 MW scaled by gamma 0.35845454",2025-07-29 17:00,471.3904
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,E,MHK VL,415.391998103143,NaN,P58C_scaled,ready,"NYISO load 1158.84 MW scaled by gamma 0.35845454",2025-07-29 17:00,1158.8415
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,F,CAPITL,752.205742431129,NaN,P58C_scaled,ready,"NYISO load 2098.47 MW scaled by gamma 0.35845454",2025-07-29 17:00,2098.469
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,G,HUD VL,810.88521680194,NaN,P58C_scaled,ready,"NYISO load 2262.17 MW scaled by gamma 0.35845454",2025-07-29 17:00,2262.1703
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,H,MILLWD,230.237430792078,NaN,P58C_scaled,ready,"NYISO load 642.306 MW scaled by gamma 0.35845454",2025-07-29 17:00,642.3058
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,I,DUNWOD,492.648737521584,NaN,P58C_scaled,ready,"NYISO load 1374.37 MW scaled by gamma 0.35845454",2025-07-29 17:00,1374.3688
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,J,N.Y.C.,3733.8359205215,NaN,P58C_scaled,ready,"NYISO load 10416.5 MW scaled by gamma 0.35845454",2025-07-29 17:00,10416.4838
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,K,LONGIL,1885.24240732053,NaN,P58C_scaled,ready,"NYISO load 5259.36 MW scaled by gamma 0.35845454",2025-07-29 17:00,5259.3626
S5_2025_HIGH_TOTAL_EAST_PUBLIC,A,WEST,829.945765539074,NaN,P58C_scaled,ready,"NYISO load 2156.9 MW scaled by gamma 0.38478628",2025-07-17 16:00,2156.9006
S5_2025_HIGH_TOTAL_EAST_PUBLIC,B,GENESE,591.832125251815,NaN,P58C_scaled,ready,"NYISO load 1538.08 MW scaled by gamma 0.38478628",2025-07-17 16:00,1538.0801
S5_2025_HIGH_TOTAL_EAST_PUBLIC,C,CENTRL,881.156548731982,NaN,P58C_scaled,ready,"NYISO load 2289.99 MW scaled by gamma 0.38478628",2025-07-17 16:00,2289.9895
S5_2025_HIGH_TOTAL_EAST_PUBLIC,D,NORTH,201.722939278163,NaN,P58C_scaled,ready,"NYISO load 524.247 MW scaled by gamma 0.38478628",2025-07-17 16:00,524.2467
S5_2025_HIGH_TOTAL_EAST_PUBLIC,E,MHK VL,473.256422637636,NaN,P58C_scaled,ready,"NYISO load 1229.92 MW scaled by gamma 0.38478628",2025-07-17 16:00,1229.9202
S5_2025_HIGH_TOTAL_EAST_PUBLIC,F,CAPITL,837.972407410816,NaN,P58C_scaled,ready,"NYISO load 2177.76 MW scaled by gamma 0.38478628",2025-07-17 16:00,2177.7606
S5_2025_HIGH_TOTAL_EAST_PUBLIC,G,HUD VL,771.664072645135,NaN,P58C_scaled,ready,"NYISO load 2005.44 MW scaled by gamma 0.38478628",2025-07-17 16:00,2005.4355
S5_2025_HIGH_TOTAL_EAST_PUBLIC,H,MILLWD,212.019396957058,NaN,P58C_scaled,ready,"NYISO load 551.006 MW scaled by gamma 0.38478628",2025-07-17 16:00,551.0056
S5_2025_HIGH_TOTAL_EAST_PUBLIC,I,DUNWOD,479.125144553438,NaN,P58C_scaled,ready,"NYISO load 1245.17 MW scaled by gamma 0.38478628",2025-07-17 16:00,1245.1721
S5_2025_HIGH_TOTAL_EAST_PUBLIC,J,N.Y.C.,3775.49942533002,NaN,P58C_scaled,ready,"NYISO load 9811.94 MW scaled by gamma 0.38478628",2025-07-17 16:00,9811.9387
S5_2025_HIGH_TOTAL_EAST_PUBLIC,K,LONGIL,1848.02555036487,NaN,P58C_scaled,ready,"NYISO load 4802.73 MW scaled by gamma 0.38478628",2025-07-17 16:00,4802.7324
S6_2025_LOW_TOTAL_EAST_PUBLIC,A,WEST,1116.520173912,NaN,P58C_scaled,ready,"NYISO load 2443.77 MW scaled by gamma 0.45688418",2025-07-27 17:00,2443.7707
S6_2025_LOW_TOTAL_EAST_PUBLIC,B,GENESE,748.768203118663,NaN,P58C_scaled,ready,"NYISO load 1638.86 MW scaled by gamma 0.45688418",2025-07-27 17:00,1638.8578
S6_2025_LOW_TOTAL_EAST_PUBLIC,C,CENTRL,968.015133790137,NaN,P58C_scaled,ready,"NYISO load 2118.73 MW scaled by gamma 0.45688418",2025-07-27 17:00,2118.732
S6_2025_LOW_TOTAL_EAST_PUBLIC,D,NORTH,260.011233789131,NaN,P58C_scaled,ready,"NYISO load 569.097 MW scaled by gamma 0.45688418",2025-07-27 17:00,569.0966
S6_2025_LOW_TOTAL_EAST_PUBLIC,E,MHK VL,451.158416699447,NaN,P58C_scaled,ready,"NYISO load 987.468 MW scaled by gamma 0.45688418",2025-07-27 17:00,987.4678
S6_2025_LOW_TOTAL_EAST_PUBLIC,F,CAPITL,742.959560399832,NaN,P58C_scaled,ready,"NYISO load 1626.14 MW scaled by gamma 0.45688418",2025-07-27 17:00,1626.1442
S6_2025_LOW_TOTAL_EAST_PUBLIC,G,HUD VL,760.143751136354,NaN,P58C_scaled,ready,"NYISO load 1663.76 MW scaled by gamma 0.45688418",2025-07-27 17:00,1663.7559
S6_2025_LOW_TOTAL_EAST_PUBLIC,H,MILLWD,201.149793965221,NaN,P58C_scaled,ready,"NYISO load 440.264 MW scaled by gamma 0.45688418",2025-07-27 17:00,440.2643
S6_2025_LOW_TOTAL_EAST_PUBLIC,I,DUNWOD,418.565898348084,NaN,P58C_scaled,ready,"NYISO load 916.131 MW scaled by gamma 0.45688418",2025-07-27 17:00,916.1313
S6_2025_LOW_TOTAL_EAST_PUBLIC,J,N.Y.C.,3637.46700192704,NaN,P58C_scaled,ready,"NYISO load 7961.46 MW scaled by gamma 0.45688418",2025-07-27 17:00,7961.4641
S6_2025_LOW_TOTAL_EAST_PUBLIC,K,LONGIL,1597.46063161409,NaN,P58C_scaled,ready,"NYISO load 3496.42 MW scaled by gamma 0.45688418",2025-07-27 17:00,3496.4236
