scenario_id,variant,opf_success,opf_raw_info,bound_type,bus_number,bus_name,nyiso_zone_letter,nyiso_zone_name,vm_pu,vmin_pu,vmax_pu,pd_mw,qd_mvar,note
S2_2025_WINTER_PEAK_PUBLIC,original_topology,0,0,upper,91,RICHVIEW,NON_NY,NON_NY,1.1,0.9,1.1,1650,500,
S2_2025_WINTER_PEAK_PUBLIC,original_topology,0,0,upper,92,HANMER,NON_NY,NON_NY,1.1,0.9,1.1,10,320,
S2_2025_WINTER_PEAK_PUBLIC,original_topology,0,0,upper,97,MARTINDELE,NON_NY,NON_NY,1.1,0.9,1.1,910,50,
S2_2025_WINTER_PEAK_PUBLIC,original_topology,0,0,upper,119,THETFORD,NON_NY,NON_NY,1.1,0.9,1.1,750,200,
S2_2025_WINTER_PEAK_PUBLIC,original_topology,0,0,upper,120,ARGENTA,NON_NY,NON_NY,1.1,0.9,1.1,946,-40,
S2_2025_WINTER_PEAK_PUBLIC,original_topology,0,0,upper,121,SC415,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S2_2025_WINTER_PEAK_PUBLIC,original_topology,0,0,upper,122,WATERMAN,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S2_2025_WINTER_PEAK_PUBLIC,original_topology,0,0,upper,123,MONROE,NON_NY,NON_NY,1.1,0.9,1.1,63,10,
S2_2025_WINTER_PEAK_PUBLIC,original_topology,0,0,upper,131,CONASTONE,NON_NY,NON_NY,1.1,0.9,1.1,1160,-432,
S2_2025_WINTER_PEAK_PUBLIC,original_topology,0,0,upper,133,CONEMAUGH,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S2_2025_WINTER_PEAK_PUBLIC,original_topology,0,0,upper,135,KEYSTONE,NON_NY,NON_NY,1.1,0.9,1.1,170,0,
S2_2025_WINTER_PEAK_PUBLIC,original_topology,0,0,upper,137,ERIE S,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S2_2025_WINTER_PEAK_PUBLIC,original_topology,0,0,upper,140,TE,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S2_2025_WINTER_PEAK_PUBLIC,original_topology,0,0,lower,39,LEEDS,G,HUD VL,0.9,0.9,1.1,152.626753253475,38.2518700736884,
S2_2025_WINTER_PEAK_PUBLIC,original_topology,0,0,lower,98,STLA,NON_NY,NON_NY,0.9,0.9,1.1,0,0,
S2_2025_WINTER_PEAK_PUBLIC,original_topology,0,0,lower,111,DETWIERER,NON_NY,NON_NY,0.9,0.9,1.1,399,45,
S2_2025_WINTER_PEAK_PUBLIC,original_topology,0,0,lower,139,KYGER,NON_NY,NON_NY,0.9,0.9,1.1,0,0,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,21,MILLSTONE PT,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,22,BRAYTON PT,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,23,BRAYTON PT,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,24,PILGRIM,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,25,CANAL,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,26,MAINE YANKEE,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,27,VERMONT YNK,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,36,CONN YANKEE,NON_NY,NON_NY,1.1,0.9,1.1,11.1796635,5,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,42,ALBANY,F,CAPITL,1.1,0.9,1.1,175.797461727359,14.6069873550232,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,47,MOSES W,D,NORTH,1.1,0.9,1.1,179.236270911183,29.3673240569343,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,48,MOSES E,D,NORTH,1.1,0.9,1.1,0,0,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,50,CLAY,C,CENTRL,1.1,0.9,1.1,0,0,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,51,CLAY,C,CENTRL,1.1,0.9,1.1,534.620149147244,47.452774258181,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,52,ROCHESTER,B,GENESE,1.1,0.9,1.1,0,0,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,53,ROCHESTER,B,GENESE,1.1,0.9,1.1,693.312159348906,162.457408657799,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,55,NIAGARA E,A,WEST,1.1,0.9,1.1,333.413419965842,46.8696181421631,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,56,HUNTLEY,A,WEST,1.1,0.9,1.1,70.5949332731657,15.6232060473877,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,57,HUNTLEY,A,WEST,1.1,0.9,1.1,98.5045580638376,-2.13043718828014,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,61,DUNKIRK,A,WEST,1.1,0.9,1.1,97.2732509415721,2.84058291770686,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,65,GESONIDGE,C,CENTRL,1.1,0.9,1.1,66.5532605893029,0,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,68,HILLSIDE,C,CENTRL,1.1,0.9,1.1,154.315802470725,25.9408499278056,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,71,BINGHAMTON,C,CENTRL,1.1,0.9,1.1,271.332524135682,33.5332938091146,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,79,RAV A-3,J,N.Y.C.,1.1,0.9,1.1,1556.79974674031,390.170794920618,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,80,NORTHPORT,K,LONGIL,1.1,0.9,1.1,1471.97889003126,45.4795280117584,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,82,AK-3,J,N.Y.C.,1.1,0.9,1.1,1556.79974674031,390.170794920618,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,86,LAMBTON,NON_NY,NON_NY,1.1,0.9,1.1,50,25,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,91,RICHVIEW,NON_NY,NON_NY,1.1,0.9,1.1,1650,500,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,92,HANMER,NON_NY,NON_NY,1.1,0.9,1.1,10,320,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,97,MARTINDELE,NON_NY,NON_NY,1.1,0.9,1.1,910,50,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,120,ARGENTA,NON_NY,NON_NY,1.1,0.9,1.1,946,-40,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,121,SC415,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,122,WATERMAN,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,123,MONROE,NON_NY,NON_NY,1.1,0.9,1.1,63,10,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,131,CONASTONE,NON_NY,NON_NY,1.1,0.9,1.1,1160,-432,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,133,CONEMAUGH,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,135,KEYSTONE,NON_NY,NON_NY,1.1,0.9,1.1,170,0,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,137,ERIE S,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,upper,140,TE,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,lower,98,STLA,NON_NY,NON_NY,0.9,0.9,1.1,0,0,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,lower,111,DETWIERER,NON_NY,NON_NY,0.9,0.9,1.1,399,45,
S2_2025_WINTER_PEAK_PUBLIC,gilboa_leeds,0,0,lower,139,KYGER,NON_NY,NON_NY,0.9,0.9,1.1,0,0,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,21,MILLSTONE PT,NON_NY,NON_NY,1.09999999784349,0.9,1.1,0,0,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,22,BRAYTON PT,NON_NY,NON_NY,1.09999997781184,0.9,1.1,0,0,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,23,BRAYTON PT,NON_NY,NON_NY,1.09999993749056,0.9,1.1,0,0,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,24,PILGRIM,NON_NY,NON_NY,1.09999998086292,0.9,1.1,0,0,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,25,CANAL,NON_NY,NON_NY,1.09999995572115,0.9,1.1,0,0,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,26,MAINE YANKEE,NON_NY,NON_NY,1.09999997534638,0.9,1.1,0,0,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,27,VERMONT YNK,NON_NY,NON_NY,1.09999999790582,0.9,1.1,0,0,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,36,CONN YANKEE,NON_NY,NON_NY,1.09999999784805,0.9,1.1,11.1796635,5,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,42,ALBANY,F,CAPITL,1.09999999722965,0.9,1.1,122.544033750695,10.1821672158499,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,47,MOSES W,D,NORTH,1.09999961515285,0.9,1.1,365.565054052506,59.8967349168432,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,48,MOSES E,D,NORTH,1.09999994629931,0.9,1.1,0,0,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,50,CLAY,C,CENTRL,1.1,0.9,1.1,0,0,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,51,CLAY,C,CENTRL,1.09999988208845,0.9,1.1,425.827624513799,37.7963721928212,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,54,NIAGARA W,A,WEST,1.09999945669376,0.9,1.1,9.49839440997424,0,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,56,HUNTLEY,A,WEST,1.09999840851602,0.9,1.1,94.4226645023485,20.8964677019433,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,65,GESONIDGE,C,CENTRL,1.09999899403106,0.9,1.1,53.0100051514993,0,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,68,HILLSIDE,C,CENTRL,1.09999988501489,0.9,1.1,122.913309002409,20.6620167987422,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,71,BINGHAMTON,C,CENTRL,1.09999998270025,0.9,1.1,216.117713465021,26.7094363495936,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,80,NORTHPORT,K,LONGIL,1.1,0.9,1.1,1236.31883136526,38.1983717995756,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,91,RICHVIEW,NON_NY,NON_NY,1.09999981894456,0.9,1.1,1650,500,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,97,MARTINDELE,NON_NY,NON_NY,1.09999779553491,0.9,1.1,910,50,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,122,WATERMAN,NON_NY,NON_NY,1.0999996135566,0.9,1.1,0,0,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,131,CONASTONE,NON_NY,NON_NY,1.1,0.9,1.1,1160,-432,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,133,CONEMAUGH,NON_NY,NON_NY,1.09999993956134,0.9,1.1,0,0,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,134,HOMER CITY,NON_NY,NON_NY,1.09999999455194,0.9,1.1,0,0,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,135,KEYSTONE,NON_NY,NON_NY,1.0999999623405,0.9,1.1,170,0,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,137,ERIE S,NON_NY,NON_NY,1.09999647187285,0.9,1.1,0,0,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,upper,140,TE,NON_NY,NON_NY,1.09999586076885,0.9,1.1,0,0,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,lower,99,PVR,NON_NY,NON_NY,0.90000120483544,0.9,1.1,0,0,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,lower,111,DETWIERER,NON_NY,NON_NY,0.900000102418688,0.9,1.1,399,45,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,original_topology,0,0,lower,139,KYGER,NON_NY,NON_NY,0.900000247099363,0.9,1.1,0,0,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,21,MILLSTONE PT,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,22,BRAYTON PT,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,23,BRAYTON PT,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,24,PILGRIM,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,25,CANAL,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,26,MAINE YANKEE,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,27,VERMONT YNK,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,36,CONN YANKEE,NON_NY,NON_NY,1.1,0.9,1.1,11.1796635,5,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,42,ALBANY,F,CAPITL,1.1,0.9,1.1,151.813473784489,12.614161035677,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,47,MOSES W,D,NORTH,1.1,0.9,1.1,117.545759703662,19.2595192880717,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,48,MOSES E,D,NORTH,1.1,0.9,1.1,0,0,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,50,CLAY,C,CENTRL,1.1,0.9,1.1,0,0,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,51,CLAY,C,CENTRL,1.1,0.9,1.1,406.454697510535,36.0768351845874,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,54,NIAGARA W,A,WEST,1.1,0.9,1.1,7.12637273032032,0,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,55,NIAGARA E,A,WEST,1.09999997683159,0.9,1.1,334.583199688539,47.0340600201141,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,56,HUNTLEY,A,WEST,1.1,0.9,1.1,70.8426153295045,15.6780200067047,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,57,HUNTLEY,A,WEST,1.09999998083028,0.9,1.1,98.8501609331765,-2.1379118190961,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,61,DUNKIRK,A,WEST,1.09999994586156,0.9,1.1,97.6145337745303,2.85054909212813,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,65,GESONIDGE,C,CENTRL,1.1,0.9,1.1,50.598327512184,0,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,68,HILLSIDE,C,CENTRL,1.1,0.9,1.1,117.321397097323,19.7220032342411,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,71,BINGHAMTON,C,CENTRL,1.1,0.9,1.1,206.285489236142,25.4942968637751,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,79,RAV A-3,J,N.Y.C.,1.1,0.9,1.1,1680.22616423468,421.104371014021,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,82,AK-3,J,N.Y.C.,1.1,0.9,1.1,1680.22616423468,421.104371014021,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,91,RICHVIEW,NON_NY,NON_NY,1.1,0.9,1.1,1650,500,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,92,HANMER,NON_NY,NON_NY,1.09999980122291,0.9,1.1,10,320,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,97,MARTINDELE,NON_NY,NON_NY,1.09999999228519,0.9,1.1,910,50,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,121,SC415,NON_NY,NON_NY,1.09999991965147,0.9,1.1,0,0,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,123,MONROE,NON_NY,NON_NY,1.09999985233932,0.9,1.1,63,10,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,131,CONASTONE,NON_NY,NON_NY,1.1,0.9,1.1,1160,-432,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,133,CONEMAUGH,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,134,HOMER CITY,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,135,KEYSTONE,NON_NY,NON_NY,1.1,0.9,1.1,170,0,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,137,ERIE S,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,upper,140,TE,NON_NY,NON_NY,1.09999999961191,0.9,1.1,0,0,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,lower,100,PHAS,NON_NY,NON_NY,0.900000024525428,0.9,1.1,0,0,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,lower,105,BUCHANAN,NON_NY,NON_NY,0.9,0.9,1.1,325,0,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,lower,111,DETWIERER,NON_NY,NON_NY,0.9,0.9,1.1,399,45,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,lower,119,THETFORD,NON_NY,NON_NY,0.900000087050117,0.9,1.1,750,200,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,lower,120,ARGENTA,NON_NY,NON_NY,0.900006470068797,0.9,1.1,946,-40,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,gilboa_leeds,0,0,lower,139,KYGER,NON_NY,NON_NY,0.9,0.9,1.1,0,0,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,21,MILLSTONE PT,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,22,BRAYTON PT,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,23,BRAYTON PT,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
