scenario_id,timestamp,scale_factor_gamma,s12_p32_group,public_schedule_components,s13_region,group_target_mw,regional_target_mw,s12_group_row_count,s12_gen_indices,s12_source_buses,s13_tie_branch_rows,s13_import_operator,s13_branch_endpoints,s13_external_area_codes,regional_map_defined,validated_s13_tie_controller,individual_control_status,mapping_status,policy_note
S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,0.440892759455022,SCH - PJM_VFT,SCH - PJM_VFT,PJM,138.881219228332,1032.93237470641,1,612,1528,72;80;83;93;99,row72:-PF;row80:-PF;row83:-PF;row93:-PF;row99:-PF,row72:60-140;row80:66-134;row83:67-138;row93:75-124;row99:81-125,6,1,0,absorbed_into_regional_cut_no_individual_S13_path,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0.912235676941871,SCH - HQ - NY,SCH - HQ - NY;SCH - HQ_CEDARS,HQ,327.492608022132,327.492608022132,2,530;613,1231;1546,221,row221:-PF,row221:48-100,4,1,0,regional_AC_cut_only_controller_pending,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0.912235676941871,SCH - OH - NY,SCH - OH - NY,ONTARIO,1318.67316044655,1318.67316044655,2,559;615,1313;1570,63;64,row63:-PF;row64:-PF,row63:54-102;row64:54-103,4,1,0,regional_AC_cut_only_controller_pending,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0.912235676941871,SCH - NE - NY,SCH - NE - NY,ISONE,-547.241060240659,-608.360850595764,2,333;292,799;651,25;32,row25:-PT;row32:-PT,row25:29-37;row32:35-73,1,1,0,regional_AC_cut_only_controller_pending,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0.912235676941871,SCH - NPX_1385,SCH - NPX_1385,ISONE,-61.1197903551054,-608.360850595764,1,30,19,25;32,row25:-PT;row32:-PT,row25:29-37;row32:35-73,1,1,0,absorbed_into_regional_cut_no_individual_S13_path,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0.912235676941871,SCH - NPX_CSC,SCH - NPX_CSC,ISONE,0,-608.360850595764,1,494,1148,25;32,row25:-PT;row32:-PT,row25:29-37;row32:35-73,1,1,0,absorbed_into_regional_cut_no_individual_S13_path,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0.912235676941871,SCH - PJ - NY,SCH - PJ - NY,PJM,-112.761452026785,357.952157275221,8,331;325;455;220;567;560;614;91,773;756;1132;571;1413;1320;1558;81,72;80;83;93;99,row72:-PF;row80:-PF;row83:-PF;row93:-PF;row99:-PF,row72:60-140;row80:66-134;row83:67-138;row93:75-124;row99:81-125,6,1,0,regional_AC_cut_only_controller_pending,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0.912235676941871,SCH - PJM_HTP,SCH - PJM_HTP,PJM,0,357.952157275221,1,487,1136,72;80;83;93;99,row72:-PF;row80:-PF;row83:-PF;row93:-PF;row99:-PF,row72:60-140;row80:66-134;row83:67-138;row93:75-124;row99:81-125,6,1,0,absorbed_into_regional_cut_no_individual_S13_path,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0.912235676941871,SCH - PJM_NEPTUNE,SCH - PJM_NEPTUNE,PJM,385.875691346411,357.952157275221,1,229,580,72;80;83;93;99,row72:-PF;row80:-PF;row83:-PF;row93:-PF;row99:-PF,row72:60-140;row80:66-134;row83:67-138;row93:75-124;row99:81-125,6,1,0,absorbed_into_regional_cut_no_individual_S13_path,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0.912235676941871,SCH - PJM_VFT,SCH - PJM_VFT,PJM,84.837917955594,357.952157275221,1,612,1528,72;80;83;93;99,row72:-PF;row80:-PF;row83:-PF;row93:-PF;row99:-PF,row72:60-140;row80:66-134;row83:67-138;row93:75-124;row99:81-125,6,1,0,absorbed_into_regional_cut_no_individual_S13_path,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,0.371839404860896,SCH - HQ - NY,SCH - HQ - NY;SCH - HQ_CEDARS,HQ,256.569189354018,256.569189354018,2,530;613,1231;1546,221,row221:-PF,row221:48-100,4,1,0,regional_AC_cut_only_controller_pending,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,0.371839404860896,SCH - OH - NY,SCH - OH - NY,ONTARIO,258.848564905816,258.848564905816,2,559;615,1313;1570,63;64,row63:-PF;row64:-PF,row63:54-102;row64:54-103,4,1,0,regional_AC_cut_only_controller_pending,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,0.371839404860896,SCH - NE - NY,SCH - NE - NY,ISONE,-446.062268465179,-275.759821038889,2,333;292,799;651,25;32,row25:-PT;row32:-PT,row25:29-37;row32:35-73,1,1,0,regional_AC_cut_only_controller_pending,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,0.371839404860896,SCH - NPX_1385,SCH - NPX_1385,ISONE,47.5954438221947,-275.759821038889,1,30,19,25;32,row25:-PT;row32:-PT,row25:29-37;row32:35-73,1,1,0,absorbed_into_regional_cut_no_individual_S13_path,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,0.371839404860896,SCH - NPX_CSC,SCH - NPX_CSC,ISONE,122.707003604096,-275.759821038889,1,494,1148,25;32,row25:-PT;row32:-PT,row25:29-37;row32:35-73,1,1,0,absorbed_into_regional_cut_no_individual_S13_path,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,0.371839404860896,SCH - PJ - NY,SCH - PJ - NY,PJM,270.684213162538,715.404141376169,8,331;325;455;220;567;560;614;91,773;756;1132;571;1413;1320;1558;81,72;80;83;93;99,row72:-PF;row80:-PF;row83:-PF;row93:-PF;row99:-PF,row72:60-140;row80:66-134;row83:67-138;row93:75-124;row99:81-125,6,1,0,regional_AC_cut_only_controller_pending,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,0.371839404860896,SCH - PJM_HTP,SCH - PJM_HTP,PJM,130.143791701314,715.404141376169,1,487,1136,72;80;83;93;99,row72:-PF;row80:-PF;row83:-PF;row93:-PF;row99:-PF,row72:60-140;row80:66-134;row83:67-138;row93:75-124;row99:81-125,6,1,0,absorbed_into_regional_cut_no_individual_S13_path,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,0.371839404860896,SCH - PJM_NEPTUNE,SCH - PJM_NEPTUNE,PJM,245.414007208191,715.404141376169,1,229,580,72;80;83;93;99,row72:-PF;row80:-PF;row83:-PF;row93:-PF;row99:-PF,row72:60-140;row80:66-134;row83:67-138;row93:75-124;row99:81-125,6,1,0,absorbed_into_regional_cut_no_individual_S13_path,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,0.371839404860896,SCH - PJM_VFT,SCH - PJM_VFT,PJM,69.1621293041267,715.404141376169,1,612,1528,72;80;83;93;99,row72:-PF;row80:-PF;row83:-PF;row93:-PF;row99:-PF,row72:60-140;row80:66-134;row83:67-138;row93:75-124;row99:81-125,6,1,0,absorbed_into_regional_cut_no_individual_S13_path,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,0.447939478799109,SCH - HQ - NY,SCH - HQ - NY;SCH - HQ_CEDARS,HQ,716.255226599775,716.255226599775,2,530;613,1231;1546,221,row221:-PF,row221:48-100,4,1,0,regional_AC_cut_only_controller_pending,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,0.447939478799109,SCH - OH - NY,SCH - OH - NY,ONTARIO,365.845610519596,365.845610519596,2,559;615,1313;1570,63;64,row63:-PF;row64:-PF,row63:54-102;row64:54-103,4,1,0,regional_AC_cut_only_controller_pending,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,0.447939478799109,SCH - NE - NY,SCH - NE - NY,ISONE,-627.375075216456,-457.606012751594,2,333;292,799;651,25;32,row25:-PT;row32:-PT,row25:29-37;row32:35-73,1,1,0,regional_AC_cut_only_controller_pending,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,0.447939478799109,SCH - NPX_1385,SCH - NPX_1385,ISONE,21.9490344611563,-457.606012751594,1,30,19,25;32,row25:-PT;row32:-PT,row25:29-37;row32:35-73,1,1,0,absorbed_into_regional_cut_no_individual_S13_path,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,0.447939478799109,SCH - NPX_CSC,SCH - NPX_CSC,ISONE,147.820028003706,-457.606012751594,1,494,1148,25;32,row25:-PT;row32:-PT,row25:29-37;row32:35-73,1,1,0,absorbed_into_regional_cut_no_individual_S13_path,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,0.447939478799109,SCH - PJ - NY,SCH - PJ - NY,PJM,743.315250514029,1290.69729360654,8,331;325;455;220;567;560;614;91,773;756;1132;571;1413;1320;1558;81,72;80;83;93;99,row72:-PF;row80:-PF;row83:-PF;row93:-PF;row99:-PF,row72:60-140;row80:66-134;row83:67-138;row93:75-124;row99:81-125,6,1,0,regional_AC_cut_only_controller_pending,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,0.447939478799109,SCH - PJM_HTP,SCH - PJM_HTP,PJM,110.64105126338,1290.69729360654,1,487,1136,72;80;83;93;99,row72:-PF;row80:-PF;row83:-PF;row93:-PF;row99:-PF,row72:60-140;row80:66-134;row83:67-138;row93:75-124;row99:81-125,6,1,0,absorbed_into_regional_cut_no_individual_S13_path,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,0.447939478799109,SCH - PJM_NEPTUNE,SCH - PJM_NEPTUNE,PJM,295.640056007412,1290.69729360654,1,229,580,72;80;83;93;99,row72:-PF;row80:-PF;row83:-PF;row93:-PF;row99:-PF,row72:60-140;row80:66-134;row83:67-138;row93:75-124;row99:81-125,6,1,0,absorbed_into_regional_cut_no_individual_S13_path,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,0.447939478799109,SCH - PJM_VFT,SCH - PJM_VFT,PJM,141.100935821719,1290.69729360654,1,612,1528,72;80;83;93;99,row72:-PF;row80:-PF;row83:-PF;row93:-PF;row99:-PF,row72:60-140;row80:66-134;row83:67-138;row93:75-124;row99:81-125,6,1,0,absorbed_into_regional_cut_no_individual_S13_path,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,0.643760912106146,SCH - HQ - NY,SCH - HQ - NY;SCH - HQ_CEDARS,HQ,122.314573300168,122.314573300168,2,530;613,1231;1546,221,row221:-PF,row221:48-100,4,1,0,regional_AC_cut_only_controller_pending,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,0.643760912106146,SCH - OH - NY,SCH - OH - NY,ONTARIO,544.44147858641,544.44147858641,2,559;615,1313;1570,63;64,row63:-PF;row64:-PF,row63:54-102;row64:54-103,4,1,0,regional_AC_cut_only_controller_pending,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,0.643760912106146,SCH - NE - NY,SCH - NE - NY,ISONE,-56.6058970014934,85.0215036618587,2,333;292,799;651,25;32,row25:-PT;row32:-PT,row25:29-37;row32:35-73,1,1,0,regional_AC_cut_only_controller_pending,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,0.643760912106146,SCH - NPX_1385,SCH - NPX_1385,ISONE,40.5569374626872,85.0215036618587,1,30,19,25;32,row25:-PT;row32:-PT,row25:29-37;row32:35-73,1,1,0,absorbed_into_regional_cut_no_individual_S13_path,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,0.643760912106146,SCH - NPX_CSC,SCH - NPX_CSC,ISONE,101.070463200665,85.0215036618587,1,494,1148,25;32,row25:-PT;row32:-PT,row25:29-37;row32:35-73,1,1,0,absorbed_into_regional_cut_no_individual_S13_path,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,0.643760912106146,SCH - PJ - NY,SCH - PJ - NY,PJM,48.6361369096193,740.679117423726,8,331;325;455;220;567;560;614;91,773;756;1132;571;1413;1320;1558;81,72;80;83;93;99,row72:-PF;row80:-PF;row83:-PF;row93:-PF;row99:-PF,row72:60-140;row80:66-134;row83:67-138;row93:75-124;row99:81-125,6,1,0,regional_AC_cut_only_controller_pending,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,0.643760912106146,SCH - PJM_HTP,SCH - PJM_HTP,PJM,64.3760912106146,740.679117423726,1,487,1136,72;80;83;93;99,row72:-PF;row80:-PF;row83:-PF;row93:-PF;row99:-PF,row72:60-140;row80:66-134;row83:67-138;row93:75-124;row99:81-125,6,1,0,absorbed_into_regional_cut_no_individual_S13_path,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,0.643760912106146,SCH - PJM_NEPTUNE,SCH - PJM_NEPTUNE,PJM,424.882201990056,740.679117423726,1,229,580,72;80;83;93;99,row72:-PF;row80:-PF;row83:-PF;row93:-PF;row99:-PF,row72:60-140;row80:66-134;row83:67-138;row93:75-124;row99:81-125,6,1,0,absorbed_into_regional_cut_no_individual_S13_path,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,0.643760912106146,SCH - PJM_VFT,SCH - PJM_VFT,PJM,202.784687313436,740.679117423726,1,612,1528,72;80;83;93;99,row72:-PF;row80:-PF;row83:-PF;row93:-PF;row99:-PF,row72:60-140;row80:66-134;row83:67-138;row93:75-124;row99:81-125,6,1,0,absorbed_into_regional_cut_no_individual_S13_path,regional_map_defined_controller_pending,S12 boundary generators remain oracle-only; S13 must use tie-flow control and external-area redispatch.
