audit_group,scenario_id,voltage_reference_set,requested_reference_bus_count,applied_reference_bus_count,skipped_pq_reference_bus_count,skipped_pq_reference_bus_ids,sweep_direction,start_mode,perturbation_id,boundary_q_mode,reference_weight,solver,opf_success,termination_class,hard_attempt_success,hard_termination_class,restoration_invoked,hard_solver_status,hard_iterations,hard_solver_note,final_solver_status,final_iterations,max_ac_balance_component_residual_mw_or_mvar,max_complex_power_mismatch_mva,dual_residual,complementarity_residual,kkt_residual,solver_metric_note,objective,weighted_restoration_cost,qmin_slack_mvar,qmax_slack_mvar,vmin_slack_pu,vmax_slack_pu,branch_slack_mva,unweighted_mixed_unit_slack_total,max_q_slack_mvar,max_v_slack_pu,max_branch_slack_mva,q_slack_element_count,v_slack_element_count,branch_slack_element_count,raw_vg_deviation_total_pu,raw_vg_deviation_max_pu,original_voltage_violation_total_pu,original_voltage_violation_max_pu,min_voltage_pu,max_voltage_pu,total_absolute_p_redispatch_mw,max_single_p_redispatch_mw,external_q_absolute_mvar,external_q_deviation_from_prior_mvar,interface_objective,max_abs_interface_residual_mw,solver_note,unmodeled_controls
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,present_limited_q,0.825,IPOPT,1,restored_nonzero_slack,0,solver_nonconvergence,1,2,40,OPF failed,0,60,5.36762581049288e-06,5.36762581049291e-06,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,33177.0836651517,33169.6572835062,0,0,0,0.00331696572835062,0,0.00331696572835062,0,0.00331696572835062,0,0,1,0,0.303588560508322,0.0349963206190216,0,0,0.900000968725031,1.09999912139742,856.722848567317,212.705909652086,2402.8897758551,2633.54609715655,0.0774025493821516,466.685260152525,,tap and shunt controls not modeled because defensible ranges are absent
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,fixed_scenario_q,0.8,IPOPT,1,hard_feasible_zero_slack,1,hard_success,0,0,32,,0,32,0.00098858822701331,0.000990878843016332,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,2.22660532241673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471992331569031,0.04,0,0,0.966334080080981,1.1,564.53375939647,94.8225850180235,302.311951921376,0.000751630695941863,0.0337325178810782,440.580593414115,,tap and shunt controls not modeled because defensible ranges are absent
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,fixed_scenario_q,0.8025,IPOPT,1,hard_feasible_zero_slack,1,hard_success,0,0,47,,0,47,0.000990614231799469,0.000992929942660789,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,3.21755451796389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466144661934529,0.0395000000000001,0,0,0.963871520738716,1.1,651.9355416266,115.633470709945,302.312035648611,0.00066649232220195,0.04080933006696,443.833878806848,,tap and shunt controls not modeled because defensible ranges are absent
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,fixed_scenario_q,0.805,IPOPT,1,hard_feasible_zero_slack,1,hard_success,0,0,45,,0,45,0.00100407658072399,0.0010063924764326,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,4.45037396956911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483985555848517,0.0389999999999999,0,0,0.961470621480645,1.09999999195,741.312705424756,136.863795194207,302.312212419132,0.000382938187162729,0.0465467742213771,436.912172844948,,tap and shunt controls not modeled because defensible ranges are absent
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,fixed_scenario_q,0.8075,IPOPT,1,hard_feasible_zero_slack,1,hard_success,0,0,49,,0,49,0.00100278788313091,0.00100513981919439,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,5.9887666495074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483511060184181,0.0385,0,0,0.958374878336493,1.09999997404851,834.461262461069,170.635954042066,302.312345678728,0.000335528941135532,0.05323061659862,434.39174966335,,tap and shunt controls not modeled because defensible ranges are absent
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,fixed_scenario_q,0.81,IPOPT,1,restored_nonzero_slack,0,solver_nonconvergence,1,2,57,OPF failed,0,48,5.36768407499721e-06,5.36768407499724e-06,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,281.035485989793,272.73049373703,0,0,0,2.7273049373703e-05,0,2.7273049373703e-05,0,2.7273049373703e-05,0,0,1,0,0.468008991336053,0.0379999985362773,0,0,0.974059180432059,1.09999567610814,949.926045549986,212.705909652086,302.312426034778,8.44527936636474e-05,0.0915696742624263,517.794166509665,,tap and shunt controls not modeled because defensible ranges are absent
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,fixed_scenario_q,0.8125,IPOPT,1,restored_nonzero_slack,0,solver_nonconvergence,1,2,48,OPF failed,0,44,5.36767448267028e-06,5.36767448267098e-06,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,5764.94131026405,5755.40128229488,0,0,0,0.000575540128229488,0,0.000575540128229488,0,0.000575540128229488,0,0,1,0,0.460428619665885,0.0374999994360885,0,0,0.974749553298556,1.09999729285556,960.962569201919,212.705909652086,302.312418885501,9.73722118509102e-05,0.138424469484236,609.228941813344,,tap and shunt controls not modeled because defensible ranges are absent
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,fixed_scenario_q,0.815,IPOPT,1,restored_nonzero_slack,0,solver_nonconvergence,1,2,54,OPF failed,0,32,5.3676654232504e-06,5.36766542325346e-06,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,11249.4715840336,11238.1322945482,0,0,0,0.00112381322945482,0,0.00112381322945482,0,0.00112381322945482,0,0,1,0,0.45330074480959,0.0369999997231769,0,0,0.975421792507687,1.09999657623115,971.144773657315,212.705909652086,302.312419762193,0.000100817035390666,0.194918053489611,693.952400090112,,tap and shunt controls not modeled because defensible ranges are absent
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,fixed_scenario_q,0.8175,IPOPT,1,restored_nonzero_slack,0,solver_nonconvergence,1,2,40,OPF failed,0,52,5.36765618619484e-06,5.36765618619498e-06,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,16734.4672467798,16720.9234655834,0,0,0,0.00167209234655834,0,0.00167209234655834,0,0.00167209234655834,0,0,1,0,0.445644250832184,0.0364999998604314,0,0,0.979439345239508,1.09999870594652,986.04774735468,212.705909652086,302.312418830324,0.000101702517705693,0.260122644782074,771.519121812003,,tap and shunt controls not modeled because defensible ranges are absent
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,fixed_scenario_q,0.82,IPOPT,1,restored_nonzero_slack,0,solver_nonconvergence,1,2,47,OPF failed,0,63,5.36764606096085e-06,5.3676460609609e-06,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,22219.8282092751,22203.7747305652,0,0,0,0.00222037747305652,0,0.00222037747305652,0,0.00222037747305652,0,0,1,0,0.448373245847846,0.0359999999447373,0,0,0.975182174314593,1.09999928327079,998.411098222789,212.705909652086,302.312423424876,0.000106408480032627,0.329262720064864,843.654174993211,,tap and shunt controls not modeled because defensible ranges are absent
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,fixed_scenario_q,0.8225,IPOPT,1,restored_nonzero_slack,0,solver_nonconvergence,1,2,58,OPF failed,0,38,5.36763646863392e-06,5.36763646863467e-06,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,27705.4812568435,27686.6860247588,0,0,0,0.00276866860247588,0,0.00276866860247588,0,0.00276866860247588,0,0,1,0,0.442985350384333,0.0354999999998913,0,0,0.978822199411659,1.09999921451067,1086.45257745135,217.059288382805,302.312423759559,0.000107480608709132,0.401769814604353,910.98296763437,,tap and shunt controls not modeled because defensible ranges are absent
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,fixed_scenario_q,0.825,IPOPT,1,restored_nonzero_slack,0,solver_nonconvergence,1,2,54,OPF failed,0,48,5.3676266986713e-06,5.36762669867225e-06,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,33191.3799040031,33169.6572835058,0,0,0,0.00331696572835058,0,0.00331696572835058,0,0.00331696572835058,0,0,1,0,0.435434440713661,0.0350000000397739,0,0,0.978469995138123,1.09999918454148,1198.68646893582,240.87771691094,302.312423016306,0.000107267545237377,0.477131826936607,974.513579295078,,tap and shunt controls not modeled because defensible ranges are absent
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,no_discretionary_q,0.8,IPOPT,1,hard_feasible_zero_slack,1,hard_success,0,0,34,,0,34,0.00100477036970581,0.00100702359079807,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,2.20809511906145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472736286632171,0.04,0,0,0.965795352166215,1.09907402137331,556.315196680888,94.8225852004584,0.000340357742767661,302.312761127177,0.0352883694797366,441.482104894895,,tap and shunt controls not modeled because defensible ranges are absent
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,no_discretionary_q,0.8025,IPOPT,1,hard_feasible_zero_slack,1,hard_success,0,0,29,,0,29,0.00100578403596785,0.00100806381360767,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,3.19347767692682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466172540175917,0.0394999999999999,0,0,0.964232233892762,1.09968026827881,643.987272151215,115.633470942398,0.000313123066615346,302.312739028978,0.0445113261808378,450.162590700165,,tap and shunt controls not modeled because defensible ranges are absent
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,no_discretionary_q,0.805,IPOPT,1,hard_feasible_zero_slack,1,hard_success,0,0,34,,0,34,0.000992086127427072,0.000994428472350437,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,4.3906402571065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45994583448799,0.0389999999999999,0,0,0.961737646482052,1.1,733.337354062826,136.863794656005,0.000579823673047234,302.31287985053,0.0553537799571012,458.471038887097,,tap and shunt controls not modeled because defensible ranges are absent
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,no_discretionary_q,0.8075,IPOPT,1,hard_feasible_zero_slack,1,hard_success,0,0,30,,0,30,0.000993188283748836,0.000995560273130902,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,5.84252891119115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454053441581234,0.0385000000000002,0,0,0.959113453831941,1.1,824.594754930597,170.635953518964,0.000533653770222863,302.31283821282,0.0682455581430008,467.200340349989,,tap and shunt controls not modeled because defensible ranges are absent
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,no_discretionary_q,0.81,IPOPT,1,restored_nonzero_slack,0,solver_nonconvergence,1,2,46,OPF failed,0,42,5.36768318681879e-06,5.36768318682153e-06,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,280.338151333021,272.730493735883,0,0,0,2.72730493735883e-05,0,2.72730493735883e-05,0,2.72730493735883e-05,0,0,1,0,0.451808831596375,0.0379960985944892,0,0,0.955235313673731,1.09999384588448,913.271136905898,212.705909652086,3.0104310302941e-06,302.312510193067,0.0827316224467018,476.571671183013,,tap and shunt controls not modeled because defensible ranges are absent
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,no_discretionary_q,0.8125,IPOPT,1,restored_nonzero_slack,0,solver_nonconvergence,1,2,46,OPF failed,0,45,5.36767412739891e-06,5.3676741273993e-06,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,5763.01341155422,5755.4012822945,0,0,0,0.00057554012822945,0,0.00057554012822945,0,0.00057554012822945,0,0,1,0,0.446489803553401,0.0374961139950494,0,0,0.957418740003882,1.09999386732769,914.579569318951,212.705909652086,2.99280840925744e-06,302.312510189464,0.0827811562330911,476.731818902003,,tap and shunt controls not modeled because defensible ranges are absent
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,no_discretionary_q,0.815,IPOPT,1,restored_nonzero_slack,0,solver_nonconvergence,1,2,43,OPF failed,0,54,5.3676654232504e-06,5.36766542325143e-06,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,11245.7488721288,11238.1322945485,0,0,0,0.00112381322945485,0,0.00112381322945485,0,0.00112381322945485,0,0,1,0,0.460566450215013,0.0369961684346163,0,0,0.959606270634081,1.09999420207395,915.872374034298,212.705909652086,2.38151558524994e-06,302.312509810245,0.0824467191343873,475.487079843032,,tap and shunt controls not modeled because defensible ranges are absent
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,no_discretionary_q,0.8175,IPOPT,1,restored_nonzero_slack,0,solver_nonconvergence,1,2,44,OPF failed,0,42,5.3676554756521e-06,5.36765547565214e-06,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,16728.5457090351,16720.9234655818,0,0,0,0.00167209234655818,0,0.00167209234655818,0,0.00167209234655818,0,0,1,0,0.455797438143614,0.0364980189042723,0,0,0.961777544461667,1.09999377104248,917.504357296707,212.705909652086,3.60922127072067e-06,302.312510830148,0.0823197747540961,475.269555954087,,tap and shunt controls not modeled because defensible ranges are absent
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,no_discretionary_q,0.82,IPOPT,1,restored_nonzero_slack,0,solver_nonconvergence,1,2,40,OPF failed,0,55,5.36764606096085e-06,5.36764606096093e-06,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,22211.4161158051,22203.774730564,0,0,0,0.0022203774730564,0,0.0022203774730564,0,0.0022203774730564,0,0,1,0,0.414978680986762,0.0359999399744606,0,0,0.963616163875037,1.09997430135159,918.093534429689,212.705909652086,1.42369918862246e-05,302.312521499328,0.0774110687771598,464.49811977041,,tap and shunt controls not modeled because defensible ranges are absent
