bus_id,bus_name,base_kv,nyiso_zone_letter,nyiso_zone_name,latitude_deg,longitude_deg,coordinate_basis,coordinate_confidence,coordinate_precision,coordinate_crs,coordinate_qc_flag,cornell_latitude_deg,cornell_longitude_deg,coordinate_override_applied,zone_mapping_confidence,is_model_added,is_geographic_proxy,is_physical_dlr_endpoint,weather_use,coordinate_source_url,model_source,notes
74,MILLWOOD,345,H,MILLWD,41.192378,-73.800577,public_facility_point_approximate,high,site_approximate,EPSG:4326,public_facility_point_not_surveyed;cornell_differs_from_official_anchor_gt5km,41.304,-73.769,true,high,false,false,true,dlr_corridor_endpoint_seed,https://www.openstreetmap.org/way/73571276; https://mis.nyiso.com/public/htm/generator/generator.htm,System Matpower Format/NY_Lite/ny_bus_zone_map.csv,Millwood proxy Official NYISO Millwood coordinate; the public substation polygon agrees within tens of metres. Not a surveyed busbar. Source check: 2026-08-02.
75,RAMAPO,138,G,HUD VL,41.078,-74.861,cornell_nygrid_model_point,very_low,model_layout_approximate,EPSG:4326_assumed,published_model_point_orientation_only;outside_ny_state_polygon;same_name_source_points_separated,41.078,-74.861,false,medium,false,true,false,orientation_only_not_for_line_weather,https://raw.githubusercontent.com/AndersonEnergyLab-Cornell/NYgrid/002d77669b42aa7171fb6fb646564846faf2d676/Data/bus_ny_type_zone_new.csv,System Matpower Format/NY_Lite/ny_bus_zone_map.csv,Lower-voltage Hudson Valley proxy Published NYGrid model coordinate retained for orientation only; may be schematic or a reduced-bus proxy rather than a surveyed facility point. Source check: 2026-08-02.
76,RAMAPO,345,G,HUD VL,41.174,-74.311,cornell_nygrid_model_point,very_low,model_layout_approximate,EPSG:4326_assumed,published_model_point_orientation_only;outside_ny_state_polygon;same_name_source_points_separated,41.174,-74.311,false,high,false,true,false,orientation_only_not_for_line_weather,https://raw.githubusercontent.com/AndersonEnergyLab-Cornell/NYgrid/002d77669b42aa7171fb6fb646564846faf2d676/Data/bus_ny_type_zone_new.csv,System Matpower Format/NY_Lite/ny_bus_zone_map.csv,Hudson Valley bulk proxy Published NYGrid model coordinate retained for orientation only; may be schematic or a reduced-bus proxy rather than a surveyed facility point. Source check: 2026-08-02.
77,BUCHANAN,345,H,MILLWD,41.36,-74.12,cornell_nygrid_model_point,low,model_layout_approximate,EPSG:4326_assumed,published_model_point_orientation_only;cornell_zone_id_ignored_mismatch,41.36,-74.12,false,high,false,true,false,orientation_only_not_for_line_weather,https://raw.githubusercontent.com/AndersonEnergyLab-Cornell/NYgrid/002d77669b42aa7171fb6fb646564846faf2d676/Data/bus_ny_type_zone_new.csv,System Matpower Format/NY_Lite/ny_bus_zone_map.csv,Buchanan Millwood-zone proxy and equivalent-generation candidate Published NYGrid model coordinate retained for orientation only; may be schematic or a reduced-bus proxy rather than a surveyed facility point. Source check: 2026-08-02.
78,CE UG,345,I,DUNWOD,40.773,-73.424,cornell_nygrid_model_point,low,model_layout_approximate,EPSG:4326_assumed,published_model_point_orientation_only;ambiguous_or_aggregate_bus_identity,40.773,-73.424,false,medium,false,true,false,orientation_only_not_for_line_weather,https://raw.githubusercontent.com/AndersonEnergyLab-Cornell/NYgrid/002d77669b42aa7171fb6fb646564846faf2d676/Data/bus_ny_type_zone_new.csv,System Matpower Format/NY_Lite/ny_bus_zone_map.csv,Dunwoodie-equivalent proxy; original bus is the case reference bus Published NYGrid model coordinate retained for orientation only; may be schematic or a reduced-bus proxy rather than a surveyed facility point. Source check: 2026-08-02.
79,RAV A-3,22,J,N.Y.C.,40.379,-73.264,cornell_nygrid_model_point,very_low,model_layout_approximate,EPSG:4326_assumed,published_model_point_orientation_only;outside_ny_state_polygon;cornell_zone_id_ignored_mismatch;cornell_differs_from_official_anchor_gt5km;ambiguous_or_aggregate_bus_identity,40.379,-73.264,false,high,false,true,false,orientation_only_not_for_line_weather,https://raw.githubusercontent.com/AndersonEnergyLab-Cornell/NYgrid/002d77669b42aa7171fb6fb646564846faf2d676/Data/bus_ny_type_zone_new.csv,System Matpower Format/NY_Lite/ny_bus_zone_map.csv,Ravenswood NYC generation/load-allocation proxy Published NYGrid model coordinate retained for orientation only; may be schematic or a reduced-bus proxy rather than a surveyed facility point. Source check: 2026-08-02.
80,NORTHPORT,138,K,LONGIL,40.852,-73.145,cornell_nygrid_model_point,low,model_layout_approximate,EPSG:4326_assumed,published_model_point_orientation_only;cornell_differs_from_official_anchor_gt5km,40.852,-73.145,false,high,false,true,false,orientation_only_not_for_line_weather,https://raw.githubusercontent.com/AndersonEnergyLab-Cornell/NYgrid/002d77669b42aa7171fb6fb646564846faf2d676/Data/bus_ny_type_zone_new.csv,System Matpower Format/NY_Lite/ny_bus_zone_map.csv,Northport Long Island generation/load proxy Published NYGrid model coordinate retained for orientation only; may be schematic or a reduced-bus proxy rather than a surveyed facility point. Source check: 2026-08-02.
81,GOETHALS,345,J,N.Y.C.,40.491,-73.775,cornell_nygrid_model_point,very_low,model_layout_approximate,EPSG:4326_assumed,published_model_point_orientation_only;outside_ny_state_polygon;ambiguous_or_aggregate_bus_identity,40.491,-73.775,false,high,false,true,false,orientation_only_not_for_line_weather,https://raw.githubusercontent.com/AndersonEnergyLab-Cornell/NYgrid/002d77669b42aa7171fb6fb646564846faf2d676/Data/bus_ny_type_zone_new.csv,System Matpower Format/NY_Lite/ny_bus_zone_map.csv,Goethals is a Zone-J proxy Published NYGrid model coordinate retained for orientation only; may be schematic or a reduced-bus proxy rather than a surveyed facility point. Source check: 2026-08-02.
82,AK-3,22,J,N.Y.C.,40.745,-73.783,cornell_nygrid_model_point,low,model_layout_approximate,EPSG:4326_assumed,published_model_point_orientation_only;ambiguous_or_aggregate_bus_identity,40.745,-73.783,false,medium,false,true,false,orientation_only_not_for_line_weather,https://raw.githubusercontent.com/AndersonEnergyLab-Cornell/NYgrid/002d77669b42aa7171fb6fb646564846faf2d676/Data/bus_ny_type_zone_new.csv,System Matpower Format/NY_Lite/ny_bus_zone_map.csv,NYC generation/load-allocation proxy Published NYGrid model coordinate retained for orientation only; may be schematic or a reduced-bus proxy rather than a surveyed facility point. Source check: 2026-08-02.
9001,KNICKERBOCKER,345,G,HUD VL,42.49436,-73.73739,public_facility_point_approximate,high,site_approximate,EPSG:4326,public_facility_point_not_surveyed;model_added_bus,,,false,,true,false,false,orientation_only_not_for_line_weather,https://www.openstreetmap.org/way/1221667976; https://documents.dps.ny.gov/public/Common/ViewDoc.aspx?DocRefId=%7BF97024BB-23C9-405A-BC3A-AFC80D04ADEA%7D,System Matpower Format/NY_Lite/add_ny_downstate_delivery_spine.m:97-106,"S11-added transit bus; explicit Zone G/Hudson Valley metadata; no zone-confidence field supplied. Knickerbocker Switching Station public map point on Muitzeskill Road, Town of Schodack. Model bus remains a reduced transit representation. Source check: 2026-08-02."
9002,WOOD STREET,345,G,HUD VL,41.35313,-73.79379,public_facility_point_approximate,medium_high,site_approximate,EPSG:4326,public_facility_point_not_surveyed;model_added_bus,,,false,,true,false,true,dlr_corridor_endpoint_seed,https://www.openstreetmap.org/way/86249380; https://putnamcountyny.gov/images/Departments/Real_Property_Tax/PDF_Documents/schooltaxrolls/23-24/23-24%20Lakeland%20CSD.pdf; https://www.nyseg.com/w/nyseg-improves-the-grid-for-35000-customers-in-the-brewster-service-area,System Matpower Format/NY_Lite/add_ny_downstate_delivery_spine.m:97-106; System Matpower Format/NY_Lite/attach_nyiso_zone_metadata.m:42-52,"S11-added transit bus; explicit correction states PERFORM Wood Street is Zone G; no zone-confidence field supplied. Center of the public Wood Street 345/115-kV substation polygon, supported by Putnam County and NYSEG records. Near the Putnam-Westchester boundary; not surveyed utility GIS. Source check: 2026-08-02."
9003,EAST GARDEN CITY,345,K,LONGIL,40.73148,-73.61254,public_facility_point_approximate,high,site_approximate,EPSG:4326,public_facility_point_not_surveyed;model_added_bus,,,false,,true,false,false,orientation_only_not_for_line_weather,https://extapps.dec.ny.gov/data/DecDocs/130120/Work%20Plan.HW.130120.2011-02-18.FinalSCWP_wappendices.pdf; https://www.nypa.gov/Uniondalehub,System Matpower Format/NY_Lite/add_ny_downstate_delivery_spine.m:97-106,"S11-added transit/supply proxy; explicit Zone K/Long Island metadata; no zone-confidence field supplied. Official NYS DEC target-property coordinate for East Garden City Substation at 600 Stewart Avenue, now Stewart Avenue-Uniondale Hub; not an exact surveyed busbar. Source check: 2026-08-02."
