scenario_id,gen_row,generator_key,bus_id,raw_prior_pg_mw,solved_pg_mw,pg_departure_mw,initial_qg_mvar,solved_qg_mvar,qg_departure_mvar,pmin_mw,pmax_mw,qmin_mvar,qmax_mvar,raw_prior_pg_public_mw,solved_pg_public_mw,pg_departure_public_mw
S2_2019_WINTER_PEAK_PUBLIC,14,NPCC_S7:GEN_ROW:23:BUS:65,65,5.41211343012,5.58803307196,0.175919641839,27.6861952,-5.29228872553,-32.9784839255,0,7.48183214322,-999,999,15.0897224383,15.5802107847,0.490488346388
S2_2019_WINTER_PEAK_PUBLIC,15,NPCC_S7:GEN_ROW:24:BUS:68,68,196.071632415,202.22815808,6.15652566488,172.280965,-26.6454216876,-198.926386688,0,271.054008885,-999,999,546.674889463,563.840136397,17.1652469349
S2_2019_WINTER_PEAK_PUBLIC,16,NPCC_S7:GEN_ROW:25:BUS:71,71,465.615503114,480.357042361,14.7415392468,94.1098296,-44.7508623868,-138.860691987,0,643.677757786,-999,999,1298.20056355,1339.30201835,41.101454805
S2_2019_WINTER_PEAK_PUBLIC,17,NPCC_S7:GEN_ROW:26:BUS:72,72,138.061366916,142.431928259,4.37056134317,-17.3485866,-23.1547061575,-5.80611955752,0,190.859261556,-999,999,384.934228212,397.119959058,12.1857308461
S2_2019_WINTER_PEAK_PUBLIC,18,NPCC_S7:GEN_ROW:27:BUS:78,78,0,2.13156963354,2.13156963354,777.172253,139.877859246,-637.294393754,0,565.099092,-999,999,0,5.94311160388,5.94311160388
S2_2019_WINTER_PEAK_PUBLIC,19,NPCC_S7:GEN_ROW:28:BUS:79,79,202.294243647,208.015466972,5.72122332502,53.5038859,328.408235204,274.904349304,0,577.453484,-999,999,564.02439212,579.975955792,15.9515636723
S2_2019_WINTER_PEAK_PUBLIC,20,NPCC_S7:GEN_ROW:29:BUS:80,80,189.806973473,192.642858079,2.8358846057,35.2376352,39.4570294388,4.21939423879,0,584.929342,-999,999,529.208151963,537.114991337,7.90683937423
S2_2019_WINTER_PEAK_PUBLIC,21,NPCC_S7:GEN_ROW:30:BUS:82,82,217.067464382,223.216526682,6.14906229932,123.659545,340.440368569,216.780823569,0,619.623976,-999,999,605.214179306,622.358617343,17.1444380372
S2_2019_WINTER_PEAK_PUBLIC,22,NPCC_S7:GEN_ROW:49:BUS:79,79,420.385535983,432.274749885,11.8892139017,0,0,0,0,1200,-0,0,1172.09314568,1205.24192205,33.1487763705
S2_2019_WINTER_PEAK_PUBLIC,23,NPCC_S7:GEN_ROW:50:BUS:82,82,315.289151987,324.220627017,8.93147502927,0,0,0,0,900,-0,0,879.069859258,903.972049668,24.9021904098
S2_2019_WINTER_PEAK_PUBLIC,24,NPCC_S7:GEN_ROW:51:BUS:81,81,315.289151987,324.17814818,8.88899619243,0,0,0,0,900,-0,0,879.069859258,903.853612783,24.7837535246
S2_2019_WINTER_PEAK_PUBLIC,25,NPCC_S7:GEN_ROW:52:BUS:43,43,143.088118595,144.424855521,1.33673692638,0,0,0,0,400,-0,0,398.949508672,402.676516513,3.72700784133
S2_2019_WINTER_PEAK_PUBLIC,26,NPCC_S7:GEN_ROW:53:BUS:44,44,71.5440592975,72.2129466439,0.668887346424,0,0,0,0,200,-0,0,199.474754336,201.339704975,1.86495063904
S2_2019_WINTER_PEAK_PUBLIC,27,NPCC_S7:GEN_ROW:54:BUS:38,38,124.494203829,125.729413398,1.23520956971,0,0,0,0,500,-0,0,347.107096925,350.551032422,3.44393549781
S2_2019_WINTER_PEAK_PUBLIC,28,NPCC_S7:GEN_ROW:55:BUS:42,42,124.494203829,125.749912081,1.25570825204,0,0,0,0,500,-0,0,347.107096925,350.60818559,3.50108866554
S2_2019_WINTER_PEAK_PUBLIC,29,NPCC_S7:GEN_ROW:56:BUS:41,41,74.6965222972,75.452715368,0.756193070765,0,0,0,0,300,-0,0,208.264258155,210.372629255,2.1083711003
S2_2019_WINTER_PEAK_PUBLIC,30,NPCC_S7:GEN_ROW:57:BUS:37,37,74.6965222972,75.4404155203,0.743893223044,0,0,0,0,300,-0,0,208.264258155,210.338335575,2.07407741993
S2_2019_WINTER_PEAK_PUBLIC,31,NPCC_S7:GEN_ROW:58:BUS:73,73,113.989996451,114.852404317,0.862407865939,0,0,0,0,900,-0,0,317.819910725,320.224423397,2.40451267212
S2_2019_WINTER_PEAK_PUBLIC,32,NPCC_S7:GEN_ROW:59:BUS:76,76,88.6588861286,89.3345931787,0.675707050096,0,0,0,0,700,-0,0,247.193263897,249.077228815,1.88396491818
S2_2019_WINTER_PEAK_PUBLIC,33,NPCC_S7:GEN_ROW:60:BUS:39,39,75.9933309674,76.5584959445,0.565164977095,0,0,0,0,600,-0,0,211.879940483,213.455698779,1.57575829597
S2_2019_WINTER_PEAK_PUBLIC,34,NPCC_S7:GEN_ROW:61:BUS:80,80,389.394670114,395.212572007,5.81790189378,0,0,0,0,1200,-0,0,1085.68631586,1101.90743279,16.221116923
S2_2019_WINTER_PEAK_PUBLIC,35,NPCC_S7:GEN_ROW:62:BUS:9003,9003,194.697335057,197.59138932,2.89405426317,0,0,0,0,600,-0,0,542.843157931,550.912182374,8.06902444241
S2_2019_WINTER_PEAK_PUBLIC,36,NY2019:INDIAN_POINT:2,74,371.145893894,367.95157698,-3.19431691424,0,-1.78615246013,-1.78615246013,0,367.951577019,-120.939834842,120.939834842,1034.80619823,1025.89999989,-8.90619833421
S2_2019_WINTER_PEAK_PUBLIC,37,NY2019:INDIAN_POINT:3,74,376.210756468,372.972848135,-3.23790833275,0,-1.81052728656,-1.81052728656,0,372.972848174,-122.590246858,122.590246858,1048.92773714,1039.89999989,-9.02773725141
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,1,NPCC_S7:GEN_ROW:10:BUS:42,42,33.2383916703,33.2383916699,-4.60673277303e-10,349.52573,86.9929712771,-262.532758723,0,568.003995,-999,999,92.6732432862,92.6732432849,-1.28442095292e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2,NPCC_S7:GEN_ROW:11:BUS:47,47,349.629812876,349.629812874,-1.83268866749e-09,70.3444442,48.6932764308,-21.6511677692,0,944.920662,-999,999,974.816381915,974.81638191,-5.10979004143e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,3,NPCC_S7:GEN_ROW:12:BUS:48,48,14.8226055849,14.8226055849,-7.04094560433e-11,132.871442,-101.732518601,-234.603960601,0,40.0600457,-999,999,41.3274789927,41.3274789925,-1.96311323191e-10
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,4,NPCC_S7:GEN_ROW:13:BUS:50,50,417.632601543,417.632601537,-6.34446450931e-09,448.554516,230.481267121,-218.073248879,0,1105.24857749,-999,999,1164.41758286,1164.41758285,-1.76892464841e-08
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,5,NPCC_S7:GEN_ROW:14:BUS:51,51,110.667987577,110.667987576,-1.66748748143e-09,44.8515469,-69.2446373165,-114.096184216,0,292.878562142,-999,999,308.557689508,308.557689503,-4.64918623547e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,6,NPCC_S7:GEN_ROW:15:BUS:53,53,212.767959405,212.767959403,-1.80247639037e-09,242.955128,-245.509726495,-488.464854495,0,288.8,-999,999,593.226563458,593.226563453,-5.02555402496e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,7,NPCC_S7:GEN_ROW:16:BUS:54,54,88.9329996009,88.9329996001,-7.95878918325e-10,0.470267887,-94.6966161147,-95.1668840017,0,197.192650894,-999,999,247.957530254,247.957530252,-2.21902074432e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,8,NPCC_S7:GEN_ROW:17:BUS:54,54,88.9329996009,88.9329996001,-7.95878918325e-10,65.0449814,-947.819283815,-1012.86426522,0,197.192650894,-9999,9999,247.957530254,247.957530252,-2.21902074432e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,9,NPCC_S7:GEN_ROW:18:BUS:55,55,88.9329996009,88.9329996001,-7.93235699348e-10,416.208953,-315.178737309,-731.387690309,0,197.192650894,-999,999,247.957530254,247.957530252,-2.21165108342e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,10,NPCC_S7:GEN_ROW:19:BUS:56,56,223.285102604,223.285102602,-2.02911110136e-09,123.109611,618.963892628,495.854281628,0,495.093851384,-999,999,622.549816521,622.549816515,-5.65744301398e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,11,NPCC_S7:GEN_ROW:20:BUS:57,57,6.45676673003,6.45676672997,-5.30180344072e-11,88.7434425,581.424526405,492.681083905,0,14.3166985642,-999,999,18.0023606421,18.002360642,-1.47821628974e-10
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,12,NPCC_S7:GEN_ROW:21:BUS:60,60,26.8500756207,26.8500756204,-2.39520403511e-10,202.606111,118.342219027,-84.2638919733,0,59.5351288284,-999,999,74.8617326291,74.8617326284,-6.6781608589e-10
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,13,NPCC_S7:GEN_ROW:22:BUS:61,61,59.6560479179,59.6560479174,-5.38342703749e-10,-23.9178436,-9.0936502906,14.8241933094,0,132.276368542,-999,999,166.329330764,166.329330762,-1.50097407993e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,14,NPCC_S7:GEN_ROW:23:BUS:65,65,2.82710793384,2.82710793381,-2.43529640898e-11,27.6861952,313.970470482,286.284275282,0,7.48183214322,-999,999,7.88236879652,7.88236879645,-6.78994395461e-11
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,15,NPCC_S7:GEN_ROW:24:BUS:68,68,102.421295259,102.421295257,-1.56506985149e-09,172.280965,-154.621056199,-326.902021199,0,271.054008885,-999,999,285.564768216,285.564768212,-4.36363168669e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,16,NPCC_S7:GEN_ROW:25:BUS:71,71,243.222042547,243.222042544,-3.74814135284e-09,94.1098296,911.926795765,817.816966165,0,643.677757786,-999,999,678.136768623,678.136768613,-1.04503376369e-08
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,17,NPCC_S7:GEN_ROW:26:BUS:72,72,72.1186632182,72.1186632171,-1.08261133391e-09,-17.3485866,-880.578986086,-863.230399486,0,190.859261556,-999,999,201.076829715,201.076829712,-3.01847046413e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,18,NPCC_S7:GEN_ROW:27:BUS:78,78,0,7.9055987492e-05,7.9055987492e-05,777.172253,-176.851269517,-954.023522517,0,565.099092,-999,999,0,0.000220419051401,0.000220419051401
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,19,NPCC_S7:GEN_ROW:28:BUS:79,79,59.3812659582,59.3812659577,-4.16122247771e-10,53.5038859,-28.8315269598,-82.3354128598,0,577.453484,-999,999,165.563200571,165.56320057,-1.16020650719e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,20,NPCC_S7:GEN_ROW:29:BUS:80,80,35.7450066188,35.7450066184,-4.29032809279e-10,35.2376352,435.214671261,399.977036061,0,584.929342,-999,999,99.6620332146,99.6620332134,-1.19620294226e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,21,NPCC_S7:GEN_ROW:30:BUS:82,82,63.7177835659,63.7177835655,-4.47862191777e-10,123.659545,27.1990153084,-96.4605296916,0,619.623976,-999,999,177.654012764,177.654012763,-1.24870187068e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,22,NPCC_S7:GEN_ROW:49:BUS:79,79,123.399583039,123.399583038,-8.87894202606e-10,0,0,0,0,1200,-0,0,344.055142432,344.055142429,-2.47557211151e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,23,NPCC_S7:GEN_ROW:50:BUS:82,82,92.549687279,92.5496872783,-6.60236310068e-10,0,0,0,0,900,-0,0,258.041356824,258.041356822,-1.84083035052e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,24,NPCC_S7:GEN_ROW:51:BUS:81,81,92.549687279,92.5496872783,-6.61060539642e-10,0,0,0,0,900,-0,0,258.041356824,258.041356822,-1.84312841682e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,25,NPCC_S7:GEN_ROW:52:BUS:43,43,67.1441194139,67.1441194128,-1.1613821016e-09,0,0,0,0,400,-0,0,187.207112047,187.207112044,-3.23809428318e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,26,NPCC_S7:GEN_ROW:53:BUS:44,44,33.572059707,33.5720597064,-5.55409940262e-10,0,0,0,0,200,-0,0,93.6035560234,93.6035560218,-1.54855990109e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,27,NPCC_S7:GEN_ROW:54:BUS:38,38,29.2589418058,29.2589418054,-3.81387366133e-10,0,0,0,0,500,-0,0,81.5779854561,81.577985455,-1.06336084244e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,28,NPCC_S7:GEN_ROW:55:BUS:42,42,29.2589418058,29.2589418054,-3.86254583873e-10,0,0,0,0,500,-0,0,81.5779854561,81.577985455,-1.07693132016e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,29,NPCC_S7:GEN_ROW:56:BUS:41,41,17.5553650835,17.5553650833,-2.13169926155e-10,0,0,0,0,300,-0,0,48.9467912736,48.946791273,-5.94347302476e-10
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,30,NPCC_S7:GEN_ROW:57:BUS:37,37,17.5553650835,17.5553650833,-2.10185646665e-10,0,0,0,0,300,-0,0,48.9467912736,48.946791273,-5.86026717594e-10
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,31,NPCC_S7:GEN_ROW:58:BUS:73,73,109.897767741,109.897767741,-7.53246354179e-10,0,0,0,0,900,-0,0,306.410209842,306.410209839,-2.10015524601e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,32,NPCC_S7:GEN_ROW:59:BUS:76,76,85.4760415766,85.4760415761,-5.81877657169e-10,0,0,0,0,700,-0,0,238.319052099,238.319052097,-1.62235556463e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,33,NPCC_S7:GEN_ROW:60:BUS:39,39,73.2651784943,73.2651784938,-4.89137619297e-10,0,0,0,0,600,-0,0,204.273473228,204.273473226,-1.36378348396e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,34,NPCC_S7:GEN_ROW:61:BUS:80,80,73.3319477458,73.3319477449,-9.22341314435e-10,0,0,0,0,1200,-0,0,204.459635156,204.459635154,-2.57161543414e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,35,NPCC_S7:GEN_ROW:62:BUS:9003,9003,36.6659738729,36.6659738725,-4.39030145571e-10,0,0,0,0,600,-0,0,102.229817578,102.229817577,-1.22407690162e-09
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,36,NY2019:INDIAN_POINT:2,74,370.460334431,367.951577013,-2.50875741802,0,-1.43423416741,-1.43423416741,0,367.951577019,-120.939834842,120.939834842,1032.89476342,1025.89999998,-6.99476343056
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,37,NY2019:INDIAN_POINT:3,74,375.515841481,372.97284817,-2.54299331077,0,-1.45380652177,-1.45380652177,0,372.972848174,-122.590246858,122.590246858,1046.99021783,1039.89999999,-7.09021784513
S1_2019_SUMMER_PEAK_PUBLIC,1,NPCC_S7:GEN_ROW:10:BUS:42,42,302.385105068,306.561884342,4.17677927398,349.52573,147.190392384,-202.335337616,0,568.003995,-999,999,843.091587763,854.737027339,11.6454395763
S1_2019_SUMMER_PEAK_PUBLIC,2,NPCC_S7:GEN_ROW:11:BUS:47,47,447.888117942,449.679963016,1.7918450734,70.3444442,10.83960451,-59.50483969,0,944.920662,-999,999,1248.77415642,1253.77006886,4.99591243962
S1_2019_SUMMER_PEAK_PUBLIC,3,NPCC_S7:GEN_ROW:12:BUS:48,48,18.9882803867,19.0658231746,0.0775427879002,132.871442,129.461040792,-3.41040120782,0,40.0600457,-999,999,52.9419577613,53.1581578024,0.216200041188
S1_2019_SUMMER_PEAK_PUBLIC,4,NPCC_S7:GEN_ROW:13:BUS:50,50,666.904125688,678.707275336,11.8031496479,448.554516,92.2733590646,-356.281156935,0,1105.24857749,-999,999,1859.42114472,1892.32996202,32.908817301
S1_2019_SUMMER_PEAK_PUBLIC,5,NPCC_S7:GEN_ROW:14:BUS:51,51,176.722164947,179.847010187,3.12484524041,44.8515469,-66.9595183248,-111.811065225,0,292.878562142,-999,999,492.725892052,501.43839373,8.71250167783
S1_2019_SUMMER_PEAK_PUBLIC,6,NPCC_S7:GEN_ROW:15:BUS:53,53,244.810267909,246.133955278,1.3236873693,242.955128,133.571881826,-109.383246174,0,288.8,-999,999,682.564961082,686.255584949,3.69062386732
S1_2019_SUMMER_PEAK_PUBLIC,7,NPCC_S7:GEN_ROW:16:BUS:54,54,174.428703482,176.720695737,2.29199225447,0.470267887,-4.27782243535,-4.74809032235,0,197.192650894,-999,999,486.331403584,492.721795692,6.39039210787
S1_2019_SUMMER_PEAK_PUBLIC,8,NPCC_S7:GEN_ROW:17:BUS:54,54,174.428703482,176.720695737,2.29199225447,65.0449814,-42.8167632944,-107.861744694,0,197.192650894,-9999,9999,486.331403584,492.721795692,6.39039210787
S1_2019_SUMMER_PEAK_PUBLIC,9,NPCC_S7:GEN_ROW:18:BUS:55,55,174.428703482,176.710742813,2.28203933041,416.208953,39.7026580375,-376.506294962,0,197.192650894,-999,999,486.331403584,492.69404556,6.36264197598
S1_2019_SUMMER_PEAK_PUBLIC,10,NPCC_S7:GEN_ROW:19:BUS:56,56,437.940147402,443.611569593,5.67142219059,123.109611,11.459369902,-111.650241098,0,495.093851384,-999,999,1221.03783563,1236.85054684,15.8127112064
S1_2019_SUMMER_PEAK_PUBLIC,11,NPCC_S7:GEN_ROW:20:BUS:57,57,12.6639768642,12.8298404499,0.165863585737,88.7434425,1.86129375688,-86.8821487431,0,14.3166985642,-999,999,35.3089229028,35.7713735709,0.462450668063
S1_2019_SUMMER_PEAK_PUBLIC,12,NPCC_S7:GEN_ROW:21:BUS:60,60,52.6623851656,53.3465012556,0.684116090043,202.606111,2.21279166134,-200.393319339,0,59.5351288284,-999,999,146.83002959,148.737440077,1.90741048717
S1_2019_SUMMER_PEAK_PUBLIC,13,NPCC_S7:GEN_ROW:22:BUS:61,61,117.006365915,118.515993791,1.50962787648,-23.9178436,-8.69674173392,15.2211018661,0,132.276368542,-999,999,326.229966901,330.439018676,4.20905177531
S1_2019_SUMMER_PEAK_PUBLIC,14,NPCC_S7:GEN_ROW:23:BUS:65,65,4.51451811443,4.59665894443,0.0821408300043,27.6861952,-6.11135914135,-33.7975543414,0,7.48183214322,-999,999,12.5871022788,12.8161222988,0.229020019928
S1_2019_SUMMER_PEAK_PUBLIC,15,NPCC_S7:GEN_ROW:24:BUS:68,68,163.553286104,166.409881378,2.856595274,172.280965,-26.7950389233,-199.076003923,0,271.054008885,-999,999,456.009232447,463.973816035,7.96458358826
S1_2019_SUMMER_PEAK_PUBLIC,16,NPCC_S7:GEN_ROW:25:BUS:71,71,388.393489957,395.210154407,6.8166644498,94.1098296,-64.6147121416,-158.724541742,0,643.677757786,-999,999,1082.89488681,1101.90069218,19.0058053717
S1_2019_SUMMER_PEAK_PUBLIC,17,NPCC_S7:GEN_ROW:26:BUS:72,72,115.163983515,117.183731452,2.01974793737,-17.3485866,-26.252438051,-8.90385145101,0,190.859261556,-999,999,321.093149389,326.724486604,5.63133721489
S1_2019_SUMMER_PEAK_PUBLIC,18,NPCC_S7:GEN_ROW:27:BUS:78,78,0,1.40579551094,1.40579551094,777.172253,205.774459162,-571.397793838,0,565.099092,-999,999,0,3.91955274757,3.91955274757
S1_2019_SUMMER_PEAK_PUBLIC,19,NPCC_S7:GEN_ROW:28:BUS:79,79,327.328766692,337.206892166,9.87812547377,53.5038859,421.916738522,368.412852622,0,577.453484,-999,999,912.637973916,940.179556984,27.5415830682
S1_2019_SUMMER_PEAK_PUBLIC,20,NPCC_S7:GEN_ROW:29:BUS:80,80,316.801479851,322.014632387,5.21315253612,35.2376352,72.6849228125,37.4472876125,0,584.929342,-999,999,883.286438971,897.821430858,14.5349918871
S1_2019_SUMMER_PEAK_PUBLIC,21,NPCC_S7:GEN_ROW:30:BUS:82,82,351.233055989,361.853312379,10.6202563894,123.659545,438.5102077,314.8506627,0,619.623976,-999,999,979.286445947,1008.89719288,29.6107469308
S1_2019_SUMMER_PEAK_PUBLIC,22,NPCC_S7:GEN_ROW:49:BUS:79,79,680.218460732,700.746089191,20.5276284594,0,0,0,0,1200,-0,0,1896.54335638,1953.77722994,57.2338735632
S1_2019_SUMMER_PEAK_PUBLIC,23,NPCC_S7:GEN_ROW:50:BUS:82,82,510.163845549,525.589702395,15.425856846,0,0,0,0,900,-0,0,1422.40751729,1465.41694441,43.0094271276
S1_2019_SUMMER_PEAK_PUBLIC,24,NPCC_S7:GEN_ROW:51:BUS:81,81,510.163845549,525.518492036,15.3546464875,0,0,0,0,900,-0,0,1422.40751729,1465.21840006,42.8108827775
S1_2019_SUMMER_PEAK_PUBLIC,25,NPCC_S7:GEN_ROW:52:BUS:43,43,120.840063183,121.715665005,0.875601821785,0,0,0,0,400,-0,0,336.918846289,339.360145538,2.44129924988
S1_2019_SUMMER_PEAK_PUBLIC,26,NPCC_S7:GEN_ROW:53:BUS:44,44,60.4200315914,60.8573535311,0.437321939654,0,0,0,0,200,-0,0,168.459423144,169.678737331,1.21931418674
S1_2019_SUMMER_PEAK_PUBLIC,27,NPCC_S7:GEN_ROW:54:BUS:38,38,266.182199183,269.881224519,3.69902533635,0,0,0,0,500,-0,0,742.152867924,752.466263299,10.3133953748
S1_2019_SUMMER_PEAK_PUBLIC,28,NPCC_S7:GEN_ROW:55:BUS:42,42,266.182199183,269.858904583,3.67670540011,0,0,0,0,500,-0,0,742.152867924,752.404032223,10.2511642987
S1_2019_SUMMER_PEAK_PUBLIC,29,NPCC_S7:GEN_ROW:56:BUS:41,41,159.70931951,161.943764216,2.23444470618,0,0,0,0,300,-0,0,445.291720754,451.521662321,6.22994156633
S1_2019_SUMMER_PEAK_PUBLIC,30,NPCC_S7:GEN_ROW:57:BUS:37,37,159.70931951,161.9339189,2.22459939048,0,0,0,0,300,-0,0,445.291720754,451.494212216,6.20249146146
S1_2019_SUMMER_PEAK_PUBLIC,31,NPCC_S7:GEN_ROW:58:BUS:73,73,265.017576761,267.162753589,2.14517682801,0,0,0,0,900,-0,0,738.905739178,744.886789527,5.98105034823
S1_2019_SUMMER_PEAK_PUBLIC,32,NPCC_S7:GEN_ROW:59:BUS:76,76,206.124781925,207.806589385,1.6818074595,0,0,0,0,700,-0,0,574.704463805,579.393576125,4.68911231929
S1_2019_SUMMER_PEAK_PUBLIC,33,NPCC_S7:GEN_ROW:60:BUS:39,39,176.678384507,178.078585637,1.40020112967,0,0,0,0,600,-0,0,492.603826119,496.507780956,3.90395483712
S1_2019_SUMMER_PEAK_PUBLIC,34,NPCC_S7:GEN_ROW:61:BUS:80,80,649.927689592,660.622627588,10.6949379955,0,0,0,0,1200,-0,0,1812.08848771,1841.90745732,29.8189696005
S1_2019_SUMMER_PEAK_PUBLIC,35,NPCC_S7:GEN_ROW:62:BUS:9003,9003,324.963844796,330.275441524,5.31159672783,0,0,0,0,600,-0,0,906.044243857,920.853711797,14.8094679393
S1_2019_SUMMER_PEAK_PUBLIC,36,NY2019:INDIAN_POINT:2,74,357.77638769,361.021001152,3.24461346218,0,50.6341522407,50.6341522407,0,367.951577019,-120.939834842,120.939834842,997.530161726,1006.57659381,9.04643208169
S1_2019_SUMMER_PEAK_PUBLIC,37,NY2019:INDIAN_POINT:3,74,362.658802572,365.947693831,3.28889125889,0,51.3251339459,51.3251339459,0,372.972848174,-122.590246858,122.590246858,1011.14301119,1020.31289591,9.16988471645
